161563,25805,9737,4806,2721,2140,1428,2780,151856,33561,11522,5107,2761,2159,2196,1818,138159,40394,15752,6756,4377,2227,1467,1848,c
4389,11618,26619,31434,11606,9969,11831,12534,3156,7081,12180,27769,27180,14306,11756,16572,3574,7179,10662,24765,23870,19377,14443,16130,c
92464,401051,311200,242544,272924,378553,280854,77162,99095,379410,294035,259574,306647,378527,284632,54832,84115,259517,261412,279826,407539,431080,287227,46036,c
460129,1604714,878123,614225,455745,282819,164073,579020,506440,1579124,997806,680991,403244,233966,107395,529882,326087,1088956,1408451,850122,462599,255387,109585,537661,c
58701,741128,767939,498607,351381,401781,217546,108645,185986,883069,593972,434997,337243,370528,229137,110796,70143,710297,751854,501724,406023,384598,271694,49395,c
1203767,860009,370956,164986,179598,240785,102902,22725,989881,976035,415594,182365,191043,256192,114875,19743,1170820,844658,383958,173188,184514,253412,115841,19337,c
120969,512524,1197422,947172,491797,271864,190561,587691,116160,522233,1232523,993651,468257,205796,187819,593561,104255,476965,1180187,1010101,497930,231308,148206,671048,c
128874,92164,56274,29946,33676,40251,32774,114041,104869,121585,65778,27817,34386,46729,59052,67784,104986,99420,33498,63853,63407,59249,49357,54230,c
335516,1040980,981512,668080,315209,131105,50389,104393,413099,877274,815857,666693,489447,191529,62564,110721,488516,805105,739570,593616,583105,215198,72861,129213,c
1968031,614562,360922,435521,329809,175071,275563,160521,1975828,607288,360663,434841,330131,175114,275534,160601,1907340,604100,358883,496958,340582,175700,275718,160719,c
314756,935137,1185432,848325,376573,143504,64575,3186,287040,840344,1229027,881222,409352,151785,68971,3747,282611,729572,1236969,901325,458105,170688,84345,7873,c
163388,22402,9122,8064,7040,4547,11407,81230,165155,21580,8593,7669,10009,9057,15975,69162,152440,29895,9673,7160,12663,8859,24853,61657,c
215,6181,13826,11585,12550,7447,4778,15734,69,3009,10366,11773,13470,10841,7412,15376,165,3727,10577,11739,14657,10459,5886,15106,c
758,15638,30722,30653,11589,4627,4607,5406,920,18703,24837,25772,17024,9935,3387,3422,2181,18093,20982,26077,20696,10141,1860,3970,c
10534,20966,12238,5049,3824,1800,1038,9651,3714,11380,20744,9202,4359,4065,2220,9416,3379,8715,20351,11828,4380,4610,10615,1222,c
3155640,1055952,81315,15856,4039,2579,2341,2278,1744514,1056569,529965,316252,271298,185439,111209,104754,1183935,586251,427022,346192,317963,372926,376273,709438,c
254180,687009,333321,182884,101150,71008,88431,202017,168863,616073,446714,217212,111441,76605,93840,189252,165908,545406,498712,228703,122076,81107,98151,179937,c
2216603,882734,530169,113020,61859,38870,28932,44869,1878051,878775,818597,152656,65607,43026,26562,53782,1603249,559238,732213,707500,132704,79243,33526,69383,c
1721,6092,12043,8559,6368,4535,3653,10429,1389,5255,14331,9528,6719,9709,3874,2595,2940,7475,15255,7696,6706,8327,2114,2887,c
479950,734090,715772,782840,623320,353380,179778,47926,270926,662810,826578,832675,742323,359377,179977,42390,152069,490792,970469,932455,675215,447309,204998,43749,c
5252,7045,11671,11234,9295,8742,4611,110,4176,3738,9878,10295,9775,9427,8801,1870,3425,3278,3528,9535,10973,11151,8666,7404,c
83650,36166,31102,16956,5187,2713,1839,887,95935,29826,23737,12966,6892,4727,3403,1014,93608,33298,25268,11603,6112,4614,2880,1117,c
2487,21386,19007,16203,20621,8804,2861,1031,1838,24891,17418,19110,18686,7192,2066,1199,853,12755,27228,17112,20308,9257,2811,2076,c
270814,454540,285633,158744,45977,13054,38,0,161707,444649,316247,213010,63719,27695,1773,0,72833,384597,335197,293078,96869,40850,5374,2,c
182663,90744,36097,31371,43648,32184,10104,1189,119971,113431,40049,28125,24860,42604,49055,9905,93010,111734,47238,29524,24510,26495,54497,40992,c
637065,421596,190106,101838,100903,78731,75206,169083,576004,394034,238473,102897,108997,104872,122000,127251,625903,427862,190729,97599,105543,102129,119868,104895,c
9070,11068,13571,15214,10720,7135,3839,1147,612,7721,12629,15902,16457,10215,4281,3947,590,6238,11261,14603,18533,11876,4539,4124,c
606661,1413922,2029991,1986730,1980178,1588658,1244628,1377616,567457,1389268,1984660,1875569,2208324,1853834,1288973,1060299,774425,1384300,1815941,1822523,2125234,1843075,1282683,1180203,c
19693,24523,12077,6525,3399,2938,2325,5320,18897,26360,12814,5808,3498,2720,2297,4406,18598,27413,13326,5408,3382,2458,2188,4027,c
