44244,53510,57186,28197,20221,14958,7643,5291,20748,33197,47483,54222,31808,20660,13239,9893,10990,26019,31832,35172,47800,25307,17780,36350,1
11705,35796,38208,40884,49625,49471,16072,8080,21408,27743,39226,46989,66068,29980,11039,7388,10059,23752,34746,50089,69804,34701,13054,13636,1
89668,111397,118226,59621,37842,16903,9402,36941,118441,99312,114118,40606,19363,15742,16616,55802,83977,59559,65867,86862,53064,42277,25713,62681,1
1350,16159,25062,29176,29238,27171,9578,14366,1358,17062,20052,30094,31240,27465,15314,9515,1422,15771,20190,30239,30507,26033,18824,9114,1
34694,41645,30128,21135,20399,20033,11840,7626,30952,43762,28856,21756,23450,20817,9905,8002,36487,45362,24864,18833,24061,21297,9120,7476,1
20095,27873,16723,14767,14408,10124,7446,8564,23075,27455,17858,17684,13267,8550,4398,7713,19693,29336,17926,17652,12209,9505,4654,9025,1
122778,116026,47978,32134,33811,34205,30458,62610,163774,93180,35244,31168,33915,31674,27126,63919,196710,61329,34081,34127,33895,29322,26046,64490,1
42863,30722,36886,39473,22584,9352,6439,8289,40466,28604,35680,39725,25261,12134,6343,8395,41033,29660,35382,38713,26410,11099,5685,8626,1
623896,193468,165815,87480,40285,42901,19579,55376,613390,204256,171047,98635,48741,20815,12339,59577,536238,217651,192290,115213,51746,27490,22978,65194,1
590705,1952484,1486180,1724599,451913,322755,155884,393368,654399,1248815,891345,1450669,1559604,391463,336788,544805,15352,150337,413852,1317208,2388600,1347832,549242,895465,1
612513,695024,350815,490334,564423,449545,46804,2062,312433,786657,395375,473512,639795,532126,69251,2371,203023,385943,667751,294096,496213,715176,430430,18888,2
30303,63706,68912,36052,27163,30702,2232,514,24023,52517,77020,41473,28092,33879,2150,430,24308,53718,73320,41424,28878,32551,5053,332,2
643190,1850659,445630,200899,141821,117934,98009,373346,552994,1877098,494487,218287,158881,117985,89812,361944,502394,1809932,548361,256566,166864,122010,81760,383601,2
118788,48266,32268,29227,20596,5874,2187,7394,111720,50901,34725,32543,19426,5252,2403,7630,122229,44002,35318,28631,17123,6594,2782,7921,2
173714,202743,497685,502378,202595,125696,9979,410,164347,161466,490217,522188,176886,161780,37727,589,162462,146546,489832,574481,129369,119611,91874,1025,2
0,8873,24387,12099,4333,1514,893,1301,0,8869,23596,12146,4963,1600,999,1227,0,7008,21833,14517,5462,2185,1143,1252,2
86510,122730,119463,116848,118923,87279,54664,80015,92334,130950,112007,113540,127961,90194,57869,61577,74201,111059,115690,111714,126758,109037,67397,70576,2
2818,13943,30779,22126,6674,5190,1923,547,2985,8228,20140,28432,12858,5798,4310,1249,5681,9691,24409,28341,8348,5502,1573,455,2
33096,64172,26999,39824,44538,22628,13926,24817,25710,61611,24717,35255,46581,29425,16733,29968,2582,57827,37651,29808,37687,43701,21870,38874,2
55588,178454,195612,120459,65616,89245,70004,11454,51117,153521,195933,140603,80414,86455,74091,4298,51852,151899,182095,160176,82705,82352,71270,4083,2
181593,494096,678283,723177,1153038,984294,542781,281586,68874,245849,540373,956917,1135162,1157080,686997,247596,47729,214525,542368,859689,1328328,1173059,689688,183462,2
30515,69132,58842,65265,119200,101944,32956,2146,9761,77855,62981,65205,111000,103422,47277,2499,20029,70519,60858,52127,91265,107871,73606,3725,2
16979,83268,58096,20757,11225,10882,12620,12740,30297,79758,49598,19111,10617,10436,13394,13356,33073,66783,51667,22146,11028,10544,12137,19189,2
220934,133943,62000,28426,20718,8651,3606,1722,115955,172607,101598,44405,27964,11220,3955,2296,89711,171983,111660,52557,31689,13197,5814,3389,2
247024,104905,60704,34083,25971,24289,21579,35713,197417,140263,68897,42537,28532,23733,24427,28462,130960,149565,109081,55940,29636,24948,25770,28368,2
13530,17508,13582,9563,4836,1999,1133,549,5728,16322,16494,11260,7760,3204,1354,578,8179,14635,15747,9899,7522,4495,1540,683,2
13890,20227,15443,12317,5785,563,2388,11557,19253,17830,15720,12178,2395,245,1547,13002,14280,20366,17591,13703,1203,352,764,13911,2
20202,18133,10420,4870,4263,5050,2915,1647,18315,18436,10599,5076,3935,3996,4530,2613,18384,17989,10109,4728,4092,3507,3151,5540,2
1693042,743449,727401,451614,193629,56935,5417,1,1607591,769046,777834,482909,189208,41768,3132,0,1603372,754736,799275,492293,187465,33195,1152,0,2
128297,327225,464948,379022,210305,182224,91765,136214,118983,338849,497683,380208,199491,185603,87331,111852,112347,310071,446340,430913,193665,193900,102597,130167,2
506,50402,19224,15237,9135,6578,4177,16436,32,20554,44373,19302,10038,6915,4216,16265,26,493,41132,34687,15540,9229,5128,15460,2
161563,25805,9737,4806,2721,2140,1428,2780,151856,33561,11522,5107,2761,2159,2196,1818,138159,40394,15752,6756,4377,2227,1467,1848,2
4389,11618,26619,31434,11606,9969,11831,12534,3156,7081,12180,27769,27180,14306,11756,16572,3574,7179,10662,24765,23870,19377,14443,16130,2
92464,401051,311200,242544,272924,378553,280854,77162,99095,379410,294035,259574,306647,378527,284632,54832,84115,259517,261412,279826,407539,431080,287227,46036,2
460129,1604714,878123,614225,455745,282819,164073,579020,506440,1579124,997806,680991,403244,233966,107395,529882,326087,1088956,1408451,850122,462599,255387,109585,537661,2
58701,741128,767939,498607,351381,401781,217546,108645,185986,883069,593972,434997,337243,370528,229137,110796,70143,710297,751854,501724,406023,384598,271694,49395,2
1203767,860009,370956,164986,179598,240785,102902,22725,989881,976035,415594,182365,191043,256192,114875,19743,1170820,844658,383958,173188,184514,253412,115841,19337,2
120969,512524,1197422,947172,491797,271864,190561,587691,116160,522233,1232523,993651,468257,205796,187819,593561,104255,476965,1180187,1010101,497930,231308,148206,671048,2
128874,92164,56274,29946,33676,40251,32774,114041,104869,121585,65778,27817,34386,46729,59052,67784,104986,99420,33498,63853,63407,59249,49357,54230,2
335516,1040980,981512,668080,315209,131105,50389,104393,413099,877274,815857,666693,489447,191529,62564,110721,488516,805105,739570,593616,583105,215198,72861,129213,2
1968031,614562,360922,435521,329809,175071,275563,160521,1975828,607288,360663,434841,330131,175114,275534,160601,1907340,604100,358883,496958,340582,175700,275718,160719,2
314756,935137,1185432,848325,376573,143504,64575,3186,287040,840344,1229027,881222,409352,151785,68971,3747,282611,729572,1236969,901325,458105,170688,84345,7873,2
163388,22402,9122,8064,7040,4547,11407,81230,165155,21580,8593,7669,10009,9057,15975,69162,152440,29895,9673,7160,12663,8859,24853,61657,2
215,6181,13826,11585,12550,7447,4778,15734,69,3009,10366,11773,13470,10841,7412,15376,165,3727,10577,11739,14657,10459,5886,15106,2
758,15638,30722,30653,11589,4627,4607,5406,920,18703,24837,25772,17024,9935,3387,3422,2181,18093,20982,26077,20696,10141,1860,3970,2
10534,20966,12238,5049,3824,1800,1038,9651,3714,11380,20744,9202,4359,4065,2220,9416,3379,8715,20351,11828,4380,4610,10615,1222,2
3155640,1055952,81315,15856,4039,2579,2341,2278,1744514,1056569,529965,316252,271298,185439,111209,104754,1183935,586251,427022,346192,317963,372926,376273,709438,2
254180,687009,333321,182884,101150,71008,88431,202017,168863,616073,446714,217212,111441,76605,93840,189252,165908,545406,498712,228703,122076,81107,98151,179937,2
2216603,882734,530169,113020,61859,38870,28932,44869,1878051,878775,818597,152656,65607,43026,26562,53782,1603249,559238,732213,707500,132704,79243,33526,69383,2
1721,6092,12043,8559,6368,4535,3653,10429,1389,5255,14331,9528,6719,9709,3874,2595,2940,7475,15255,7696,6706,8327,2114,2887,2
479950,734090,715772,782840,623320,353380,179778,47926,270926,662810,826578,832675,742323,359377,179977,42390,152069,490792,970469,932455,675215,447309,204998,43749,2
5252,7045,11671,11234,9295,8742,4611,110,4176,3738,9878,10295,9775,9427,8801,1870,3425,3278,3528,9535,10973,11151,8666,7404,2
83650,36166,31102,16956,5187,2713,1839,887,95935,29826,23737,12966,6892,4727,3403,1014,93608,33298,25268,11603,6112,4614,2880,1117,2
2487,21386,19007,16203,20621,8804,2861,1031,1838,24891,17418,19110,18686,7192,2066,1199,853,12755,27228,17112,20308,9257,2811,2076,2
270814,454540,285633,158744,45977,13054,38,0,161707,444649,316247,213010,63719,27695,1773,0,72833,384597,335197,293078,96869,40850,5374,2,2
182663,90744,36097,31371,43648,32184,10104,1189,119971,113431,40049,28125,24860,42604,49055,9905,93010,111734,47238,29524,24510,26495,54497,40992,2
637065,421596,190106,101838,100903,78731,75206,169083,576004,394034,238473,102897,108997,104872,122000,127251,625903,427862,190729,97599,105543,102129,119868,104895,2
9070,11068,13571,15214,10720,7135,3839,1147,612,7721,12629,15902,16457,10215,4281,3947,590,6238,11261,14603,18533,11876,4539,4124,2
606661,1413922,2029991,1986730,1980178,1588658,1244628,1377616,567457,1389268,1984660,1875569,2208324,1853834,1288973,1060299,774425,1384300,1815941,1822523,2125234,1843075,1282683,1180203,2
19693,24523,12077,6525,3399,2938,2325,5320,18897,26360,12814,5808,3498,2720,2297,4406,18598,27413,13326,5408,3382,2458,2188,4027,2
