192861,686081,839998,731002,375042,121751,41724,157269,210026,897543,862970,655144,163339,64837,40676,251193,90251,464145,699954,607979,504524,169891,96816,512168,b
7463,23731,38990,22134,17233,15272,11133,31544,7004,29150,40944,18267,13819,13903,12614,31799,7761,29671,38135,17804,14348,14768,15947,29066,b
37172,110202,73817,49293,21898,17822,14240,28674,39429,125374,70691,35832,24319,18921,8126,30426,37631,112920,76712,39001,24841,23343,9446,29224,b
97283,93751,129521,81369,40668,25400,28761,12847,132199,159296,91168,41859,22959,22502,27637,11980,140644,130272,103514,40167,26149,26145,30438,12271,b
33969,43341,39291,34864,20859,11178,7753,10745,48647,39621,34717,33090,19872,9298,6792,9963,57030,38506,28646,29400,18855,12565,7180,9818,b
7534,20870,22412,32893,38045,35640,31190,34715,10924,16835,15873,27963,42553,38880,34908,35363,11951,12047,16686,33301,57060,51214,28136,12904,b
334,20308,39365,41989,64720,71812,78649,56567,483,34866,51952,47507,83659,69851,58300,27126,497,41156,56677,46242,66235,80827,47083,35027,b
13041,56738,67418,58685,29074,19403,16250,8191,9683,65563,65873,44169,31417,24711,20055,7329,23159,76894,53250,34814,29982,23663,19604,7434,b
108669,191442,182092,107825,60772,42553,24593,68486,74771,136023,197985,151205,67901,49230,31188,78129,61336,106700,149954,209944,85282,54703,32295,86218,b
46,7110,34275,16426,6534,5158,3955,3296,17,6087,38124,13708,6341,5215,3908,3400,0,50,9789,29320,9824,6084,6417,15316,b
19153,12620,11002,10715,7902,6268,5751,8139,21925,9177,10766,10504,8150,7119,5695,8214,3324,6200,9090,16276,13981,11388,8820,12471,b
14436,100100,235002,558780,524975,243071,99658,143978,68466,258550,548376,359995,294306,150036,89675,150596,115860,551314,373765,258858,224471,120495,117012,158225,b
419,9292,21215,27910,17178,14320,4007,11793,591,11967,21337,28271,15990,11486,4240,12252,345,10969,21448,28845,15168,11667,4669,13023,b
9148,113450,293456,421777,439495,655900,476726,686816,26528,185740,403140,321391,437303,595044,430289,697333,12587,189222,442399,344726,390813,525479,468863,722679,b
25964,16901,15785,9444,5842,4684,3605,9215,29267,11491,16212,9339,6933,4070,3533,10595,21269,9913,14421,13100,6941,5848,5751,14197,b
44244,53510,57186,28197,20221,14958,7643,5291,20748,33197,47483,54222,31808,20660,13239,9893,10990,26019,31832,35172,47800,25307,17780,36350,b
11705,35796,38208,40884,49625,49471,16072,8080,21408,27743,39226,46989,66068,29980,11039,7388,10059,23752,34746,50089,69804,34701,13054,13636,b
89668,111397,118226,59621,37842,16903,9402,36941,118441,99312,114118,40606,19363,15742,16616,55802,83977,59559,65867,86862,53064,42277,25713,62681,b
1350,16159,25062,29176,29238,27171,9578,14366,1358,17062,20052,30094,31240,27465,15314,9515,1422,15771,20190,30239,30507,26033,18824,9114,b
34694,41645,30128,21135,20399,20033,11840,7626,30952,43762,28856,21756,23450,20817,9905,8002,36487,45362,24864,18833,24061,21297,9120,7476,b
20095,27873,16723,14767,14408,10124,7446,8564,23075,27455,17858,17684,13267,8550,4398,7713,19693,29336,17926,17652,12209,9505,4654,9025,b
122778,116026,47978,32134,33811,34205,30458,62610,163774,93180,35244,31168,33915,31674,27126,63919,196710,61329,34081,34127,33895,29322,26046,64490,b
42863,30722,36886,39473,22584,9352,6439,8289,40466,28604,35680,39725,25261,12134,6343,8395,41033,29660,35382,38713,26410,11099,5685,8626,b
623896,193468,165815,87480,40285,42901,19579,55376,613390,204256,171047,98635,48741,20815,12339,59577,536238,217651,192290,115213,51746,27490,22978,65194,b
590705,1952484,1486180,1724599,451913,322755,155884,393368,654399,1248815,891345,1450669,1559604,391463,336788,544805,15352,150337,413852,1317208,2388600,1347832,549242,895465,b

