324168,256434,187223,137284,89452,50127,24839,10473,62046,130475,159417,164877,148166,146171,133575,135273,114982,149741,174473,174810,145667,134193,109750,76384,a
1546,8843,12349,19458,17033,7943,2477,1037,78,2497,7756,12555,25447,18129,3142,1082,506,6418,11852,21232,21717,6892,1306,763,a
5404,17858,22446,5988,2170,2451,2046,16713,783,3409,8392,14287,18635,10445,2462,16663,1186,4932,14112,19421,12928,3856,4992,13649,a
220570,247005,120608,37268,15442,10458,10515,124566,6181,48929,136885,203500,152215,79756,24397,134569,39613,152730,225574,150448,58917,20603,14637,123910,a
1646202,1152688,658184,284705,120133,71533,41609,6258,169910,628291,721824,846794,654662,494003,306009,159819,203832,648482,721447,809776,688300,498625,244038,166812,a
218181,128932,109590,131419,38506,18311,21067,120426,131748,137838,157448,136324,43054,28277,27441,124302,189530,131828,114171,139300,40844,25235,25110,120414,a
221484,298859,158787,99558,60620,40543,27686,87791,57733,304348,193777,123121,86457,58672,40099,131121,130406,320716,164658,110006,71391,49092,37696,111363,a
1258273,530013,395409,328702,231141,156335,131113,840502,431809,662015,454036,325310,327288,827953,649826,193251,720608,677002,359040,561142,830548,371201,198362,153585,a
242189,492849,341508,204074,88896,227428,247744,152880,50998,282475,479203,383098,154353,201875,294934,150632,107649,435652,350732,295784,159078,221173,279476,148024,a
230734,184634,141038,132286,113375,73019,57710,296004,204660,153461,116117,108386,108803,96475,80044,360854,111539,183853,123738,119726,124914,136858,176556,251616,a
485847,103012,62382,58151,31772,31550,71931,28561,148612,89365,145331,175664,99456,63459,85146,66173,131977,90739,130829,173693,105634,114228,50130,75976,a
63489,57677,65008,54740,39236,13536,6061,7453,2933,21916,47123,67928,56998,45838,35801,28663,7619,37182,44938,42913,50491,53517,39436,31104,a
542757,306789,294042,254115,179686,150883,125904,143392,73356,237952,398758,422195,279493,231151,177907,176756,59020,286086,451354,408198,283037,197374,159771,152728,a
14803,15548,15553,9067,3994,2663,2890,12282,2804,7753,11381,14342,13751,9914,4744,12111,2465,7166,9292,11443,12398,12994,7935,13107,a
215804,156050,221182,120509,76528,84437,203454,150836,188536,111765,137474,237749,245797,214322,77953,15204,204255,109248,255094,373467,179630,72205,26468,8433,a
737625,457744,470091,426038,324303,192935,77050,459942,374574,345596,390448,410808,418318,400053,296074,509857,418345,337843,371431,410762,445130,441384,594459,126374,a
595040,1585767,2118831,1728076,1468869,395197,72684,25808,79875,512586,1267861,2107474,2467802,960109,533055,61510,9730,324632,932233,1316107,1880437,1712810,1131171,683152,a
862811,362867,143572,43683,22736,19472,56478,479037,270441,609382,279887,156311,86873,72624,421016,94122,340800,462718,199312,163382,223642,322430,260698,17674,a
24627,48062,37082,22008,10204,4754,2397,1394,5241,28880,32634,37245,28589,13944,3445,550,12313,38431,36109,30942,19527,8847,3278,1081,a
26087,21120,10910,4628,738,3959,14762,1796,7526,14010,16900,10040,11602,15468,7775,679,9410,11970,12788,11112,14708,11920,7148,4944,a
254746,404771,411123,114451,37662,17232,414830,53985,207100,278860,259089,275314,163378,45226,418015,61818,95562,221725,219762,298863,251287,262327,356224,3050,a
27318,16030,18914,10321,4629,2762,2011,1265,21321,10572,8405,7774,9951,11157,8646,5424,15425,12236,10479,8524,10446,11128,8638,6374,a
57207,54850,37161,18106,8086,5303,2227,4560,11461,29675,36118,37310,27141,28395,11411,5989,12129,37826,44138,33415,27540,15860,10050,6542,a
974516,809715,391845,214105,124610,63571,39050,48588,660444,804220,448237,299586,209600,118703,66402,58808,307680,477499,549568,523630,361474,220472,129101,96576,a
320075,800964,516265,327880,105046,30488,26230,21575,108384,501355,358904,335874,388087,291086,107138,57695,144978,601122,553797,388864,302297,77989,33452,46024,a
9914,46322,48764,43232,25119,13302,6962,2993,5045,31071,41311,39098,44297,27019,7707,1060,6372,37424,45190,45375,34174,18359,8310,1404,a
178562,295537,367059,332484,172738,104232,71117,193471,104196,196079,383825,385482,213407,129720,91384,211107,98238,263524,411560,350909,190666,119613,86515,194175,a
25901,31334,25465,20838,12382,7277,3495,1788,13328,26662,23826,24716,20418,14408,3947,1175,19263,21949,19785,19339,20568,16599,7976,3001,a
723259,891755,511574,285787,113339,32055,10785,112278,418147,933064,656407,359601,147234,44413,13353,108613,256877,552488,480790,367707,311416,307260,231232,173062,a
31900,31942,5896,2729,1870,1364,1369,6242,463,11038,28649,24055,8001,2703,1774,6629,3807,34408,24206,9342,2523,1557,1530,5939,a
1047701,936552,398265,150041,63608,19740,7184,909,316861,586371,688678,636590,283708,80793,23510,7489,402813,627055,720797,528375,226495,80420,28798,9247,a
238445,355587,175207,63215,20666,6466,4059,8083,103975,207170,166284,136603,146314,87912,14934,8536,122955,264709,200669,137359,85955,42646,11193,6242,a
19991,16802,11877,6760,2770,3186,11584,12910,11508,13785,18108,18137,15533,7525,1174,110,18710,18762,15924,14212,10413,4620,2713,526,a
399605,221234,142461,43887,14682,110526,53134,71,12435,307034,301897,144912,164966,48936,5342,78,72985,116958,209344,243104,187660,105966,43718,5865,a

